No.,comment,label
102,"Hasilnya beneran bikin wajah cerah dan sehat, recommended!",positif
103,"Sayang banget gak cocok di kulitku, malah jadi kering dan kasar.",negatif
104,"Aku masih coba beberapa kali, sejauh ini gak ada efek negatif.",negatif
105,"Setelah pakai ini, wajahku lebih segar dan glowing!",positif
106,"Mungkin ini cuma aku, tapi malah bikin kulitku kusam.",negatif
107,Harganya cukup terjangkau untuk kualitas seperti ini.,negatif
108,"Pelembab ini beneran bikin kulitku tetap lembab seharian, suka banget!",positif
109,"Gak suka sama teksturnya, terlalu tebal di wajah.",negatif
110,"Produknya biasa aja sih, gak terlalu istimewa menurutku.",negatif
111,"Efeknya beneran terlihat dalam seminggu, gak nyangka bakal secepat ini!",positif
112,"Aku nyesel beli ini, malah bikin jerawat makin banyak.",negatif
113,"Packaging-nya oke, tapi belum coba efeknya di wajah.",negatif
114,Kulitku lebih lembut dan cerah setelah pakai ini secara rutin!,positif
115,"Teksturnya gak nyaman, terasa berat di kulitku.",negatif
116,"Lumayan untuk sehari-hari, tapi aku gak yakin bakal beli lagi.",negatif
117,"Produk ini cocok banget di kulitku, hasilnya sesuai klaim!",positif
118,Malah bikin kulitku lebih sensitif dan gampang merah.,negatif
119,"Not bad, mungkin aku bakal coba produk lain dari brand ini.",negatif
120,"Gak nyangka bakal sebagus ini, bakal repurchase lagi!",positif
121,"Gak sesuai ekspektasi, terlalu overhyped menurutku.",negatif
122,"Aku masih coba beberapa hari, efeknya belum terlalu kelihatan.",negatif
123,"Pelembab terbaik yang pernah aku coba, beneran bikin kulit sehat!",positif
124,"Aku alergi sama produknya, jadi gak bisa lanjut pakai.",negatif
125,"Masih ragu, efeknya gak terlalu cepat terlihat.",negatif
126,Produk ini benar-benar bikin kulitku lebih glowing dan sehat!,positif
127,"Wanginya terlalu kuat, aku kurang suka.",negatif
128,"Harganya standar sih, gak terlalu mahal atau murah.",negatif
129,"Teksturnya ringan, hasilnya bikin kulit segar dan cerah!",positif
130,"Produk ini bikin kulitku kering banget, aku kecewa.",negatif
131,Aku masih belum yakin apakah ini cocok untuk kulitku atau enggak.,negatif
132,Kulit jadi lebih sehat dan gak gampang kering setelah pakai ini!,positif
133,"Malah bikin kulitku iritasi, gak bakal beli lagi.",negatif
134,"Gak jelek sih, tapi juga gak terlalu berkesan.",negatif
135,"Produk ini beneran bekerja seperti yang diklaim, hasilnya luar biasa!",positif
136,"Teksturnya susah diratakan, jadi kurang nyaman di kulit.",negatif
137,"Sejauh ini oke sih, tapi aku masih coba beberapa hari lagi.",negatif
138,Aku suka banget! Gak bikin iritasi dan hasilnya cepat terlihat.,positif
139,"Aku berharap lebih, tapi ternyata gak ada perubahan signifikan.",negatif
140,"Produknya lumayan sih, tapi aku masih cari yang lebih cocok.",negatif
141,Beneran melembabkan dan bikin kulit kenyal seharian!,positif
142,"Gak sesuai ekspektasi, aku pikir bakal lebih bagus.",negatif
143,"Pengiriman cepat, produk sesuai deskripsi.",negatif
144,"Wanginya lembut dan tahan lama, bikin rileks!",positif
145,"Gak cocok di kulitku, malah bikin breakout.",negatif
146,Aku masih ragu apakah akan repurchase atau coba produk lain.,negatif
147,Produk ini bikin kulitku lebih sehat dan terhidrasi dengan baik!,positif
148,"Teksturnya terlalu berminyak, aku gak suka.",negatif
149,"Lumayan sih, tapi masih kurang dibanding produk lain.",negatif
150,"Hasilnya bikin kulitku lebih glowing, aku suka banget!",positif
151,"Mungkin ini cuma aku, tapi gak ada efek yang terasa.",negatif
152,"Aku suka packaging-nya, kelihatan elegan.",negatif
153,"Gak nyangka produk ini sebagus ini, hasilnya terlihat dalam seminggu!",positif
154,"Produk ini gak cocok buat aku, malah bikin iritasi.",negatif
155,"Aku suka efeknya, tapi masih coba beberapa hari lagi sebelum yakin.",negatif
156,Kulit jadi lebih kenyal dan halus setelah pakai produk ini!,positif
157,"Malah bikin wajahku kusam, gak sesuai klaimnya.",negatif
158,"Gak buruk, tapi juga gak terlalu istimewa.",negatif
159,"Teksturnya ringan dan gampang menyerap, suka banget!",positif
160,"Aku kecewa, hasilnya jauh dari yang diiklankan.",negatif
161,"Kulitku jadi lebih lembut setelah pakai ini, suka banget!",positif
162,"Gak ada perubahan sama sekali, produk ini gak worth it.",negatif
163,"Aku masih belum yakin, efeknya biasa aja.",negatif
164,"Wanginya lembut dan bikin rileks, nyaman banget dipakai.",positif
165,Setelah pakai ini malah muncul jerawat kecil-kecil.,negatif
166,"Produknya oke sih, tapi belum tentu aku beli lagi.",negatif
167,"Teksturnya ringan dan gampang meresap, produk favoritku sekarang!",positif
168,Harganya kemahalan dibanding kualitasnya.,negatif
169,"Belum lihat efek yang signifikan, tapi sejauh ini gak ada masalah.",negatif
170,"Beneran bikin kulit lebih glowing dan sehat, suka banget!",positif
171,"Aku kecewa, gak ada perubahan meski sudah pakai lama.",negatif
172,"Kemasan bagus, tapi isinya sedikit untuk harga segini.",negatif
173,"Ini produk terbaik yang pernah aku coba, hasilnya luar biasa!",positif
174,"Wanginya terlalu menyengat, jadi kurang nyaman dipakai.",negatif
175,"Lumayan untuk penggunaan sehari-hari, tapi aku masih cari yang lebih baik.",negatif
176,Kulit jadi lebih sehat dan gak gampang kering setelah pakai ini!,positif
177,"Produknya overhyped, hasilnya biasa aja.",negatif
178,"Aku belum lihat efek yang signifikan, mungkin butuh lebih lama.",negatif
179,"Melembabkan seharian tanpa bikin lengket, produk favorit!",positif
180,"Malah bikin kulitku lebih berminyak, aku kecewa.",negatif
181,"Sejauh ini gak ada masalah, tapi aku masih coba beberapa minggu lagi.",negatif
182,"Beneran bekerja seperti yang diklaim, kulitku makin sehat!",positif
183,"Teksturnya aneh, gak nyaman dipakai.",negatif
184,"Efeknya ada, tapi butuh waktu lama buat kelihatan.",negatif
185,"Aku suka banget sama produk ini, hasilnya sesuai ekspektasi!",positif
186,"Hasilnya gak seperti yang aku harapkan, cukup mengecewakan.",negatif
187,"Gak buruk, tapi aku masih cari produk yang lebih cocok.",negatif
188,Beneran bikin kulit lebih halus dan cerah dalam waktu singkat!,positif
189,"Wanginya terlalu kuat, aku kurang suka.",negatif
190,Harganya masih masuk akal untuk kualitas seperti ini.,negatif
191,"Teksturnya lembut dan gampang diratakan, nyaman banget di kulit!",positif
192,"Aku nyesel beli ini, malah bikin kulitku iritasi.",negatif
193,"Produk lumayan, tapi gak bikin aku terkesan.",negatif
194,"Efeknya cepat terlihat, kulitku jadi lebih glowing!",positif
195,"Setelah beberapa minggu pakai, gak ada perubahan.",negatif
196,"Aku masih coba produk ini, belum bisa kasih pendapat final.",negatif
197,"Ini beneran produk holy grail buat aku, gak bisa hidup tanpa ini!",positif
198,"Malah bikin kulitku kering banget, gak bakal beli lagi.",negatif
199,"Aku masih ragu buat repurchase, efeknya gak terlalu signifikan.",negatif
200,"Aku kaget karena hasilnya sebagus ini, pasti beli lagi!",positif
201,"Hasilnya gak sesuai klaim, aku kecewa.",negatif
202,"Sejauh ini efeknya oke, tapi gak terlalu spesial.",negatif
203,Kulit jadi lebih sehat dan terhidrasi dengan baik setelah pakai ini!,positif
204,Produk ini malah bikin wajahku kusam.,negatif
205,"Aku gak terlalu suka atau benci, biasa aja.",negatif
206,"Teksturnya ringan, hasilnya bikin kulit segar dan cerah!",positif
207,"Produknya gak cocok buat aku, malah bikin jerawat.",negatif
208,"Not bad, tapi aku masih cari produk yang lebih bagus.",negatif
209,"Aku suka banget sama efeknya, kulitku terasa lebih kenyal!",positif
210,"Efeknya lambat banget, gak sesuai ekspektasi.",negatif
211,"Produk lumayan oke, tapi aku belum yakin buat beli lagi.",negatif
212,"Kulit jadi lebih lembab dan kenyal setelah pakai ini, recommended!",positif
213,"Aku alergi sama salah satu bahannya, gak bisa lanjut pakai.",negatif
214,"Aku masih lihat efeknya, sejauh ini gak ada keluhan.",negatif
215,"Melembabkan tanpa bikin lengket, bakal beli lagi!",positif
216,"Aku nyesel beli ini, gak sesuai klaimnya.",negatif
217,"Efeknya ada, tapi gak terlalu signifikan buat aku.",negatif
218,"Wanginya enak banget dan tahan lama, suka!",positif
219,"Teksturnya lengket, gak nyaman di kulitku.",negatif
220,"Aku belum yakin sama produk ini, masih coba beberapa hari.",negatif
221,"Kulit lebih sehat dan terawat, hasilnya nyata banget!",positif
222,"Aku pikir bakal bagus, tapi ternyata malah bikin kulit makin kering.",negatif
223,"Harganya standar, gak terlalu mahal atau murah.",negatif
224,"Beneran bikin wajah glowing, bakal beli lagi!",positif
225,"Gak suka packaging-nya, kelihatan murahan.",negatif
226,"Masih coba-coba, sejauh ini gak ada masalah.",negatif
227,"Produk ini beneran bekerja sesuai klaimnya, puas banget!",positif
228,"Teksturnya terlalu tebal di wajah, kurang nyaman.",negatif
229,"Aku masih lihat perkembangannya, sejauh ini oke.",negatif
230,Hasilnya bikin kulitku lebih glowing dan sehat!,positif
231,"Mungkin ini cuma di aku, tapi hasilnya gak kelihatan sama sekali.",negatif
232,"Lumayan untuk penggunaan sehari-hari, gak ada efek negatif.",negatif
233,Produk ini bikin kulitku terasa lebih segar!,positif
234,"Aku berharap lebih, tapi ternyata biasa aja.",negatif
235,"Gak terlalu spesial, biasa aja.",negatif
236,"Aku suka banget hasilnya, kulitku jadi lebih sehat dan cerah!",positif
237,Gak ada efek signifikan setelah pemakaian beberapa minggu.,negatif
238,"Sejauh ini oke, tapi gak terlalu istimewa.",negatif
239,Produknya nyaman dipakai dan bikin kulit lebih lembab!,positif
240,"Malah bikin kulitku breakout, gak cocok.",negatif
241,"Efeknya lumayan, tapi gak terlalu cepat kelihatan.",negatif
242,"Aku cinta banget sama produk ini, hasilnya sesuai ekspektasi!",positif
243,"Wanginya kurang enak, bikin kurang nyaman saat dipakai.",negatif
244,"Masih ragu untuk repurchase, efeknya biasa aja.",negatif
245,"Teksturnya ringan dan cepat meresap, suka banget!",positif
246,"Gak sesuai klaimnya, gak ada perubahan di kulitku.",negatif
247,"Belum yakin sama hasilnya, masih perlu waktu.",negatif
248,"Hasilnya beneran kelihatan, kulit lebih glowing dan sehat!",positif
249,"Malah bikin wajahku tambah berminyak, gak nyaman.",negatif
250,"Produk ini biasa aja, gak buruk tapi juga gak terlalu bagus.",negatif
251,"Bikin kulitku halus dan lembut, pasti beli lagi!",positif
252,Harganya terlalu mahal untuk hasil yang biasa aja.,negatif
253,"Produk ini lumayan, tapi aku masih coba yang lain.",negatif
254,"Setelah pakai ini, kulitku lebih cerah dan sehat!",positif
255,"Produk ini gak cocok di aku, malah bikin kulit iritasi.",negatif
256,Masih perlu waktu buat lihat efek maksimalnya.,negatif
257,"Aku suka banget sama formula dan teksturnya, ringan banget!",positif
258,"Aku pikir ini bakal bagus, tapi ternyata biasa aja.",negatif
259,"Not bad, tapi juga gak terlalu istimewa.",negatif
260,Kulitku jadi lebih kenyal dan sehat setelah pakai ini!,positif
261,"Produknya overhyped, hasilnya gak sesuai ekspektasi.",negatif
262,Masih perlu lihat efeknya dalam jangka panjang.,negatif
263,"Ini produk terbaik yang pernah aku coba, hasilnya luar biasa!",positif
264,"Malah bikin wajahku kusam, kecewa banget.",negatif
265,"Sejauh ini gak ada efek buruk, tapi juga gak ada efek istimewa.",negatif
266,"Beneran bikin kulit lebih glowing, suka banget!",positif
267,Teksturnya aneh dan gak nyaman di kulit.,negatif
268,"Gak buruk, tapi aku berharap lebih.",negatif
269,"Produk ini bikin kulitku lembut seharian, recommended!",positif
270,"Gak sesuai klaim, aku nyesel beli ini.",negatif
271,"Efeknya ada, tapi harus sabar karena gak instan.",negatif
272,"Wanginya enak banget dan bikin rileks, suka!",positif
273,Produknya bikin wajahku kering dan ketarik.,negatif
274,Masih menunggu hasil yang lebih terlihat.,negatif
275,Kulitku jadi lebih sehat dan segar setelah pakai ini!,positif
276,"Hasilnya gak kelihatan, cuma buang-buang uang.",negatif
277,"Not bad, tapi aku masih cari yang lebih bagus.",negatif
278,"Kulit jadi lebih halus dan kenyal, produk ini beneran works!",positif
279,"Aku nyesel beli ini, gak ada efek sama sekali.",negatif
280,"Produk ini biasa aja, aku masih coba beberapa kali lagi.",negatif
281,"Aku puas banget dengan hasilnya, pasti repurchase!",positif
282,"Wanginya terlalu menyengat, aku kurang suka.",negatif
283,"Sejauh ini oke, gak ada efek negatif.",negatif
284,"Bikin kulitku lebih cerah dalam waktu singkat, amazing!",positif
285,"Malah bikin kulitku berminyak, gak cocok buat aku.",negatif
286,"Gak terlalu spesial, aku bisa cari yang lebih baik.",negatif
287,"Ini beneran produk terbaik, hasilnya sesuai harapan!",positif
288,"Aku pikir ini bakal cocok, tapi malah bikin breakout.",negatif
289,"Efeknya ada, tapi gak terlalu signifikan buat aku.",negatif
290,Aku suka banget sama teksturnya yang ringan dan gampang meresap!,positif
291,Gak ada perubahan signifikan setelah pemakaian.,negatif
292,"Aku masih coba produk ini, sejauh ini gak ada masalah.",negatif
293,Kulit jadi lebih sehat dan cerah setelah pakai ini!,positif
294,"Malah bikin kulitku gatal, gak bakal beli lagi.",negatif
295,"Produknya oke sih, tapi aku belum yakin buat beli lagi.",negatif
296,"Teksturnya ringan dan gampang meresap, nyaman banget!",positif
297,"Aku kecewa, gak ada perubahan meski sudah pakai lama.",negatif
298,"Kemasan bagus, tapi isinya sedikit untuk harga segini.",negatif
299,"Ini produk terbaik yang pernah aku coba, hasilnya luar biasa!",positif
300,"Wanginya terlalu menyengat, jadi kurang nyaman dipakai.",negatif
301,"Lumayan untuk penggunaan sehari-hari, tapi aku masih cari yang lebih baik.",negatif
302,Kulit jadi lebih sehat dan gak gampang kering setelah pakai ini!,positif
303,"Produknya overhyped, hasilnya biasa aja.",negatif
304,"Aku belum lihat efek yang signifikan, mungkin butuh lebih lama.",negatif
305,"Melembabkan seharian tanpa bikin lengket, produk favorit!",positif
306,"Malah bikin kulitku lebih berminyak, aku kecewa.",negatif
307,"Sejauh ini gak ada masalah, tapi aku masih coba beberapa minggu lagi.",negatif
308,"Beneran bekerja seperti yang diklaim, kulitku makin sehat!",positif
309,"Teksturnya aneh, gak nyaman dipakai.",negatif
310,"Efeknya ada, tapi butuh waktu lama buat kelihatan.",negatif
311,"Kulitku jadi lebih cerah dalam beberapa minggu, suka banget!",positif
312,"Gak ada efek apa pun di kulitku, kecewa banget.",negatif
313,"Sejauh ini efeknya biasa aja, gak terlalu terlihat.",negatif
314,"Beneran melembabkan kulit tanpa bikin lengket, recommended!",positif
315,Produknya malah bikin kulit iritasi dan gatal.,negatif
316,"Aku masih lihat hasilnya, belum bisa kasih review final.",negatif
317,"Wajahku jadi lebih glowing setelah pakai ini, pasti beli lagi!",positif
318,"Wanginya aneh, aku gak suka sama aromanya.",negatif
319,"Teksturnya enak, tapi belum lihat hasil signifikan.",negatif
320,Produk ini bikin kulitku terasa lebih kenyal dan sehat!,positif
321,"Aku nyesel beli ini, gak sesuai klaim sama sekali.",negatif
322,"Masih ragu buat beli lagi, efeknya gak terlalu kelihatan.",negatif
323,"Beneran bekerja sesuai klaimnya, aku puas banget!",positif
324,"Produknya overhyped, aku pikir bakal lebih bagus.",negatif
325,Harganya masih masuk akal untuk kualitasnya.,negatif
326,"Setelah pakai ini, kulitku terasa lebih lembab dan sehat!",positif
327,"Aku malah breakout setelah pakai ini, gak cocok banget.",negatif
328,"Gak buruk, tapi aku masih cari produk yang lebih baik.",negatif
329,"Kulitku jadi lebih halus dan lembut, efeknya cepat terlihat!",positif
330,"Teksturnya terlalu tebal, kurang nyaman di wajah.",negatif
331,"Aku masih coba produk ini, sejauh ini efeknya biasa aja.",negatif
332,"Aku suka banget sama hasilnya, kulitku terlihat lebih sehat!",positif
333,"Produknya malah bikin kulit kering, gak bakal repurchase.",negatif
334,"Efeknya ada, tapi gak sesuai ekspektasi aku.",negatif
335,"Aku puas banget sama hasilnya, worth it buat dibeli!",positif
336,"Wanginya terlalu kuat, aku kurang nyaman pakai ini.",negatif
337,Masih perlu waktu buat lihat hasil akhirnya.,negatif
338,"Beneran bikin wajah glowing, aku gak nyangka hasilnya sebagus ini!",positif
339,"Produknya malah bikin jerawat muncul, gak cocok buat aku.",negatif
340,"Sejauh ini oke, tapi aku belum yakin buat beli lagi.",negatif
341,"Aku cinta banget sama produk ini, hasilnya luar biasa!",positif
342,"Aku pikir bakal bagus, tapi ternyata biasa aja.",negatif
343,"Masih lihat perkembangannya, sejauh ini gak ada masalah.",negatif
344,Produk ini beneran bikin kulit lebih sehat dan kenyal!,positif
345,"Setelah beberapa minggu pakai, hasilnya gak kelihatan sama sekali.",negatif
346,"Aku gak terlalu suka atau benci, rasanya biasa aja.",negatif
347,"Bikin kulitku lebih cerah dan lembab, hasilnya beneran nyata!",positif
348,"Aku nyesel beli ini, malah bikin wajah kusam.",negatif
349,"Produk lumayan oke, tapi aku masih coba produk lain juga.",negatif
350,Efeknya bikin kulit lebih glowing dan sehat dalam waktu singkat!,positif
351,"Aku pikir bakal cocok, tapi ternyata malah bikin kulit kasar.",negatif
352,"Teksturnya ringan, sejauh ini nyaman dipakai.",negatif
353,"Aku suka banget sama formula dan hasilnya, bakal repurchase!",positif
354,"Gak sesuai ekspektasi, aku kecewa banget sama produk ini.",negatif
355,"Sejauh ini belum ada efek signifikan, tapi aku tetap lanjut pakai.",negatif
356,"Kulitku jadi lebih sehat dan terhidrasi, beneran bagus!",positif
357,"Gak ada efek apa pun, kayak gak pakai produk.",negatif
358,"Not bad, tapi aku masih cari produk yang lebih cocok.",negatif
359,"Wanginya enak dan teksturnya nyaman di kulit, produk favoritku!",positif
360,"Malah bikin kulitku gatal, aku kecewa banget.",negatif
361,"Produk ini bikin kulitku lebih cerah dan halus, recommended banget!",positif
362,"Malah bikin wajahku tambah beruntusan, nggak cocok.",negatif
363,"Sejauh ini masih oke, tapi belum ada efek signifikan.",negatif
364,Suka banget sama teksturnya yang lembut dan mudah meresap.,positif
365,Harganya terlalu mahal untuk hasil yang biasa aja.,negatif
366,Aku merasa kulitku lebih sehat dan glowing setelah pakai ini!,positif
367,"Aku udah pakai beberapa minggu, tapi belum ada perubahan yang signifikan.",negatif
368,"Produknya nyaman banget di kulit, nggak bikin iritasi!",positif
369,Malah bikin kulitku terasa kering dan nggak nyaman.,negatif
370,"Aku masih coba, belum ada efek buruk sih, tapi juga belum kelihatan hasilnya.",negatif
371,"Bikin kulitku lebih lembab dan halus, pasti beli lagi!",positif
372,"Ternyata nggak cocok di kulitku, malah jadi beruntusan.",negatif
373,"Sejauh ini oke sih, tapi aku belum lihat hasil yang terlalu besar.",negatif
374,"Produk ini beneran works, kulit jadi lebih cerah dan sehat!",positif
375,"Gak ada perubahan setelah pemakaian rutin, kecewa deh.",negatif
376,"Aku suka banget sama packaging-nya, praktis dan nggak ribet!",positif
377,"Nggak ada efek apa-apa, cuma buang-buang uang.",negatif
378,Mungkin butuh waktu lebih lama untuk hasil maksimal.,negatif
379,"Wanginya enak banget, bikin relax setiap kali pakai!",positif
380,"Ternyata kulitku malah makin kering, jadi nggak cocok.",negatif
381,"Aku belum lihat hasilnya, tapi teksturnya oke dan mudah meresap.",negatif
382,Kulitku terasa lebih lembut dan kenyal setelah pakai ini!,positif
383,"Aku nggak suka sama hasilnya, kulitku malah lebih kusam.",negatif
384,"Sejauh ini sih biasa aja, belum terlalu terasa perbedaannya.",negatif
385,Produk ini beneran bikin kulit lebih sehat dan cerah!,positif
386,Aku kecewa karena malah bikin wajahku jerawatan.,negatif
387,"Gak ada efek buruk setelah pemakaian, tapi juga nggak ada perubahan signifikan.",negatif
388,Kulitku jadi lebih kenyal dan lembab setelah pemakaian rutin!,positif
389,"Wanginya terlalu kuat, bikin gak nyaman dipakai sehari-hari.",negatif
390,Aku suka karena produk ini lembut dan cepat meresap di kulit!,positif
391,"Hasilnya nggak sesuai harapan, malah bikin kulit terasa kering.",negatif
392,Mungkin butuh waktu lebih lama untuk lihat efeknya.,negatif
393,Produk ini bikin kulitku lebih cerah dan sehat dalam waktu singkat!,positif
394,"Sayang banget, produk ini malah bikin kulitku iritasi.",negatif
395,"Sejauh ini nggak ada masalah, cuma belum lihat efek signifikan.",negatif
396,"Beneran bikin kulit glowing dan sehat, love it!",positif
397,Produknya bikin kulitku terasa kering dan gak nyaman.,negatif
398,"Sejauh ini biasa aja, nggak terlalu buruk atau bagus.",negatif
399,"Produk ini bekerja dengan baik, kulitku terasa lebih lembut dan kenyal!",positif
400,"Aku nggak bakal repurchase, karena malah bikin wajahku berminyak.",negatif
401,Kulitku jadi lebih lembut dan kenyal setelah pakai produk ini!,positif
402,"Aku kecewa banget, hasilnya gak sesuai ekspektasi.",negatif
