review_id,review_text,price,packaging,product,aroma
14386,"uv protection favorite aku...texturenya agak thick memang, tapi setelah diapply cepat meresap dan tidak terasa berat.. kulitku pada dasarnya memang sangat oily, hydro aid uv protection ini memang membuat kulit terlihat sedikit lebih oily..tapi menurutku tinggal di blot dan justru meninggalkan kesan kulit glowing..dan yang paling penting, tidak menimbulkan jerawat dan wanginya enak banget...",0,0,1,1
14645,"suka banget dengan teksturnya yang ringan dan gampang menyerap di kulit. apalagi spfnya tinggi (spf 50) jadi merasa kulit wajah terlindungi banget. di wajah juga ga' bikin putih (white cast). plus harganya amat terjangkau, definitely repurchase.",1,0,1,0
16148,"dari semua varian skin aqua, yang satu ini paling gampang ditemuin dibandingkan dgn varian lainnya. at least di daerah aku sih ya... tekstur dari sun screen ini watery. biasanya aku pake sebelum pake makeup.  (+) water based jadi gampang meresap ke kulit (+) nggak bikin whitecast (+) suka dgn packaging-nya yang mengerucut, jadi isi produk nggak akan keluar kebanyakan saat kita mau apply (+) affordable (+) gampang ditemuin di supermarket besar dan drugstore  sejauh ini sih nggak ada review negatifnya. i love this one so much. i've been searching for good sunscreen with affordable price. recommended!",1,1,1,0
18127,"sunblock ini teksturnya enak banget, awalnya waktu nyobain di tangan kirain bakal lengket tapi ternyata nggak. wajah juga ga jadi berminyak dan ga bikin break out. padahal tadinya udah waspada soalnya sering denger semakin tinggi spf semakin berminyak produknya.  satu satunya kekurangannya adalah packagingnya jelek. harus hati hati waktu ngeluarin produknya soalnya sekali dipencet tubenya suka netes terus menerus, jadi kalo sempet meleng dikit bisa kebuang banyak. sayang kan harganya mahal :(.",-1,-1,0,0
19038,"teksturnya berupa cream berwarna putih susu, cepat meresap ke kulit dan tidak greasy atau terasa lengket. wanginya cukup enak. produk ini juga tidak menimbulkan white cast di kulit.  kemasannya bagus, berbentuk tube berwarna kuning, dengan tutup fliptop yang praktis. bisa dipakai untuk kulit wajah dan tubuh. suka banget sama sunblock ini, bakalan repurchase terus pokoknya.",0,1,1,1
19109,"the best sunscreen lotion i've ever known!!! efeknya okeeee bangeeet, waktu liburan sering ke pantai pantai selama sebulan selalu pake ini, kulit ngga bakal gosong dan ngga ada merah merah sunburn gitu, oke banget pokoknya dan menurutku emang cuma banana boat deh sunscreen yang beneran melindungi kulit dari sinar matahari, harganya agak mahal sih tapi terjustifikasi dengan efeknya yang amazinggg! recommended banget pokoknya",-1,0,1,0
19588,"produk acnes terbaik yang pernah saya coba ! + tekstur cair dan mudah diaplikasikan ke muka + oil control nya juara , awet sampai 12 jam di muka +  warnanya ketika dipakai putih pinkish namun tetap natural + harganya terjangkau + mudah didapatkan ",1,0,1,0
20376,"they're expensive indeed. tapi dengan performance yang sangat ciamik (oke.lebay) saya sangat menyukai spf ini. satu catatan kecil adalah setelahnya, kita harus sangat-sangat telaten membersihkan wajah. otherwise, pada saat pertama tama saya pakai, menyisakan blackheads dan whiteheads. not pretty. teksturnya milky tapi tidak kental sehingga sangat ringan dan cocok digunakan di bawah make up (seperti primer atau bb cream). namun hasil akhirnya cukup matte sehingga base make up berikutnya disarankan yang mengandung oil secukupnya. terdapat white cast dalam ingredientsnya namun kalau digunakan tidak bercampur dengan keringat sehingga tidak putih-putih di wajah.",-1,0,1,0
20516,"suka banget sama sunblock ini karena ringan, tidak membuat whitecast di wajah dan formulanya cepat menyerap di kulit. selain itu, spfnya tinggi dan aromanya enak, jadi sangat nyaman dipakai di kulit wajah. ketika dioles di kulit ada sedikit sensasi dingin di kulit, mungkin itu karena kandungan alkohol di dalamnya ya? anyway, saya suka sekali dan akan selalu pakai sunblock ini.",0,0,1,1
21095,"produk sunscreen yang paling ringan dan enak dipakai. udah 3 kali re-purchase. ringan dan ngga bikin kelihatan berminyak, trus cepat menyerap ke dalam kulit muka. dan krn ada brightening nya jadi wajah kkelihatan glowing juga setelah penggunaan ini.   harganya emang agak mahal, tapi ya berhubung udah pernah pake berbagai macem sunscreen, rasanya ini yang paling pas",-1,0,1,0
21522,"coba sunblock ini dalam bentuk sachetnya karena dikasih bonus sama ba clarins. bisa dipake 3x an.hehe ngiriiit banget. aku suka banget sama sunblock ini, ngblend dengan sempurna di muka, coveragenya bagus malah seperti pakai bb cream. oil controlnya andalan bgt, ga berminyak sama sekali. but i wouldnt repurchase , mahal banget",-1,0,-1,0
21754,produk favorit! skin aqua uv moisture uv spf 50+ dan pa+++ bisa memberi perlindungan maksimal untuk kulit wajah seharian penuh. teksturnya cair dan mudah meresap ke kulit. produk ini juga cocok digunakan sebagai base makeup karena tidak membuat kulit jadi lengket dan tidak merusak makeup wajah kita. packagingnya yang kecil dan tutupnya yang berbentuk ulir juga travel friendly karena tidak membuat tas menjadi penuh dan juga tidak mudah tumpah.,0,1,1,0
23384,"udah repurchase ini beberapa kali. suka sama packaging botolnya yg handy, ujung botolnya kecil jadi bisa kontrol produk yg keluar, dan pastinya karena cocok di kulit. pemakaian pertama-tama ini sunscreen favorit bgt karena dulu wajah termasuk yg amat berminyak, jadi matte finishnya suka bgt, awet lagi. cuma krn skrg jenis kulit udh kombinasi, agak tricky pakainya di daerah yg kering krn munculin dry patch. seperti sunscreen lainnya, kalau dipakai tebel ya jadi putih bgt warna mukanya dan acnes ini di beberapa formula makeup harian saya gak nyatu bikin hasil base makeupnya jelek. baca baca ini termasuk physical sunscreen yah.. dan cocok di kulit berjerawat.",0,1,1,0
28078,"walaupun mahal tapi worth every penny. saya suka dan cocok banget sama sunblock ini. shade beige atau pink dua2nya bagus dikulitku nc20 gak bikin dull, mudah menyerap dan ngeblend banget sama kulit. yg beige jadi kayak kulit sendiri klo yg pink bikin keliatan lebih cerah dan kelihatan fresh. teksturnya agak cair tapi mudah menyerap dikulit dan lama habisnya loh jadi hemat banget walaupun sedikit mahal",-1,0,1,0
30534,"sukaaaa banget sama produk ini. efisien, bisa dibawa-bawa. pakainya gampang, tinggal semprot, dan langsung menyerap. ngga bikin licin dan lengket, jadi ngga kusam ke wajah. walaupun harga ngga murah, tapi worth it deh.",1,0,1,0
30778,"sunblock clarins uv plus ini bagus banget. cepet banget menyerap nya, ringan di muka, gak greasy, gak bikin whitecast, gak bikin oily juga. ditimpuk diatas make up oke oke aja. gak bikin breakout dan gatel juga. suka banget cuma sayang harganya mahal jadi bikin susah buat setia sama sunblock ini.",-1,0,0,0
30816,"kesan pertama : mahal banget. tapi emang bagus. ringan, ngga greasy, ngga white cast. ngga bikin susah makeup-an. setelah beberapa jam, ngga bikin keringeta ndan tampak kusam. cuma ya itu, mahal hikss",-1,0,1,0
31577,"have to put this on bag karna serum ini berasa multifungsi. biasa aku pakai saat pagi. teksturnya kinda weird, a lil bit greasy tapi untungnya ini manjur untuk kulit kering. ada spf-nya juga. packagingnya kurang baik, agak takut kalo kemasannya kesqueeze pas di dalam tas. so far i love it!",0,-1,1,0
31690,"uv shield immortelle ini bagus banget di muka. apply sebelum pake make up gak bikin make up amburadul pas siang hari. gak bikin minyak, ringan cepet meresap dan bikin muka cerahan juga. walau harganya cukup mahal tapi awet banget. satu pump udah cukup cover satu muka. worth banget buat dibeli.",-1,0,1,0
33286,"this is the first sunblock that has a high quality and yet super cheap price that i have ever encountered! pertama kali nyobain karena dapet 1 botol dari acara which i participated in dan rohto adalah salah satu sponsornya. abis botol itu abis aku repurchase 1 botol lagi. what i like is this product is super multifunction, bisa jadi moisturizer dan sunblock, jadi ga usah repot 2 x pake produk. selain itu bisa buat both face and body, jadi kalo lupa pake handbody di rumah bisa pake ini juga di jalan because i always put this on my bag!",1,0,1,0
34466,saya suka sekali produk ini gampang sekali di aplikasikan tinngal di semprot dan produk seketika langsung menyerap. tangan pun bersih pa perlu colek2. klo mau reaplly tinggal semprot dan tunggu produknya meresap. love it.,0,0,1,0
34734,beli ini karna suka banget nyobain sun block baru. tapi harga nya masih kemahalan menurut ku. isi nya hanya 30ml. spf 50pa+++ tidak berminyak sama sekali karna bahan dasar nya air dan gampang di temukan di semua counter loreal di mall. tidak bikin kulit ku break out. packaging nya travel friendly dan sangat mudah di bawa&quot; kemana saja.,-1,1,0,0
35218,"tiap sebelum berenang atau cuma sekedar jalan2 di bali atau jalan2 dimanapun matahari lg nyengat bgt pasti wajib banget pake ini sblm berangkat dan kalo buat berenang gue double in lagi 10mins sblm renang, emang no doubt lagi sih banana boat bener2 ngelindungin kulit dari sengatan matahari, biasanya pun buat berenang gue olesin juga dimuka, tapi ga begitu banyak dan ini ga bikin muka gue iritasi. teksturenya light banget, a bit sticky, tapi ga bikin greasy dikulit, nyerapnya juga lumayan cepet, aromanya juga enak, enggak ganggu. belom lagi harganya terjangkau dengan kualitas yang bagus bgt dan gampang bgt di dapetinnya.",1,0,1,1
36215,"salah satu prodak kesukaan aku di aku ini cocok aja,gak bikin komedoan,lumayan murah dan gampang di cari rasanya emang rada oily di kulit trus nyerapnya juga harus nunggu 15 menitan,itu aja sih kurangnya..tp over all,i like it",1,0,1,0
37128,"teksturnya semi creamy+gel gitu karena dia water based. wanginya enak segar wangi citrus. pas dipake di muka kesannya super ringan dengan hasil matte, cocok banget buat kulit kombinasi kayak aku. spf nya juga tinggi 50 dengan pa+++ super suka sama sunblock iniii definitely gonna repurchase &lt;3",0,0,1,1
38302,"sunscreen ini waterproof, bisa dipakai pas berenang ataupun lagi holiday ke pantai atau pulau. spf nya tinggi dan packagingnya pump jadi lebih bagus dan higienis. pas aku pake di kulit wajah terasa agak perih dan panas gitu tapi lama kelamaan biasa aja dan gak menyebabkan break out.",0,1,0,0
38446,"i definitely love, love, super love with this product. udah pake produk ini 1 tahun dan banyak kasih proteksi ke kulit muka saya. shade pink nya bener bener bikin cerah muka, tanpa bedak pun, muka terlihat cerah. bentuknya cair, jadi gampang di baurkan dengan jari, cepat menyerap juga dan bener bener memproteksi tinggi pada kulit wajah kita dan mencegah flek. efeknya berasa pada saat saya liburan ke pantai. panas panasan seharian, ga bikin kulit muka gosong, nambah flek, mertua aja sampai heran, karena sunblock yang dia pake dari dokter kulit, dengan harga dan jumlah spf yang sama malah bikin kulit muka dia terbakar saat itu. saya sudah repurchase produk ini.. and definitely will repurchase",0,0,1,0
39698,sunscreen ini bagus saat pengaplikasian langsung meresap tidak tidak menimbulkan kesan lengket pada kulit. wanginya enak dan tidak se menyengat produk wardah yang lain. tapi sayang produk yang katanya sunscreen gel tapi teksturnya kaya lotion ya. but overall produk ini bagus dan worth it untuk harga yang cukup terjangkau,1,0,1,1
39788,"sunblock yang ringan, mudah diaplikasikan, melindungi kulit dari sinar uv sekaligus merawat dan melembabkan kulit. teksturnya cair dan ringan, tapi untuk aku yang memiliki kulit berminyak, jatuhnya agak oily setelah pemakaian lebih dari 5 jam. worth it sih, tapi sayang agak mahal.",-1,0,1,0
40401,"seneng banget dapet biore ini ternyata ada di hero jogja, ga perlu po di lapak-lapak fd, dan harganya murah juga 104 ribuan aja, langsung ambil lah hahaha kesannya sih awal pemakaian sukaaaa ga kerasa lagi pakai sunscreen, teksturnya kaya airrrr, ga lengket juga dimuka, taaaapi ini spf nya besar, abis pulang ke rumah langsung cepet-cepet aja bersihin sih parnoan kalau timbul jerawat nantinya hahaha bakal repurchased sih tapi abisin yang ada dulu, ini aja lama banget ga abis-abis hahaha",1,0,1,0
42378,"cintaa banget sama clarins uv plus ini! cepat meresap dan ga buat oily di mukaku. kemana2 selalu pake uv ini, biarpun cuman keluar sebentar ke mart  aku selalu pake ini tanpa pelembab lagi. untuk harga iya termasuk mahal, tapi menurutku bisa hemat juga karena pemakaian sedikit aja bisa langsung membaur..love dehh pokoknya! :)",-1,0,1,0
43118,"sunblock kesukaan, selalu repurchase kalau habis. ga terlalu mudah dicari sih soalnya cuma ada di supermarket besar macem hypermart. harganya murah, ga bikin kantong bolong. cocok banget buat mahasiswa. sunblocknya cair banget dan sebelum dipakai harus dikocok. waktu pertama diaplikasiin memang agak keputihan di kulitku tapi lama lama sunblocknya ngeblend dengan warna kulit asli kita. oil controlnya juga bagus. dipakai seharian tetep berminyak sih tapi ga parah minyakannya. sunblock ini coveragenya sheer, ga menutup bekas jerawat tapi itu yang bikin sunblock ini bagus sih, jatuhnya jadi ringan di wajah. mungkin untuk beberapa orang ada yang ga cocok sama sunblock ini karena kerasa banget kandungan siliconnya, tapi buatku itu ngga masalah selama pakai ini ga pernah breakout walaupun pakainya tiap hari.",1,0,1,0
45952,"salah satu sun block favorit. spf tinggi dan waterproof, jadi tenang kalo make ini. biar berkeringat juga aman. teksturnya thick tapi nggak bikin kulit keliatan berminyak. hasil akhirnya matte gitu. suka aku tumpuk lagi sama cc cream dan fine aja. mengingat harganya yang cukup mahal, masih berusaha cari sun block laternatif sih. tapi kalo buat yang nggak masalah sama harga, sunblock ini oke banget.",-1,0,1,0
47486,"kulit aku (baik muka maupun badan) sensitif banget kalau kena matahari. sensitifnya itu langsung memerah dan pedih, terus muncul kaligata (badan), atau pedih banget dan gatel (kulit muka). sehingga, kalau pake sunblock yang ngga tahan lama di kulit pasti kerasa banget bedanya. nah what i love about this product : 1. quickly absorbs 2. no whitecast - terutama kalo kefoto flash 3. tahan lama - 8 hours, setelah 8 jam kena air wudhu udah bubar jalan 4. ga butuh banyak2 cm beberapa tetes aja, jadi meskipun cuma 30ml it lasts for 7 months (everyday usage) 5. packaging simple jd bs ditaro di tas dan higienis 6. murah 7. gak bikin breakout 8. nahan minyak banget at least 6 hours - indoor, 4 hours - oudoor  sangat recommended banget if you have very oily skin",1,1,1,0
49055,"sunblock ini ringan banget di muka, cocok untuk yg kulitnya berminyak karena gak bikin oily, gak bikin breakout juga. teksturnya cair, warnanya putih, gampang menyerap, gak whitecast dan hasilnya matte di muka.  such a great products to be a makeup base, too. maybe a little pricey, but it's all worth it, and last a long time too. with everyday use, it takes me about 6 months to finish it. will always and always repurchase.",-1,0,1,0
49703,"ini sunscreen paling oke. sudah efektif, murah, awet dan ga bikin breakout pula sunscreen ini begitu diaplikasikan di muka, ga bikin lengket dan walaupun kita makenya banyak, ga berat di muka. aku mikirnya karena produknya kecil jadi bakalan cepet habis, eh ternyata engga. sudah 3 bulan ini produknya ga habis2 padahal makenya juga setiap hari",1,0,1,0
55961,"oh i love this product !!  selalu jadi andalan saat dapet kerjaan di outdoor.  teksturnya ringan, dengan hasil akhir yg matte tapi gak bikin white cast. oil control nya oke banget sih... biasa 2 jam udah berminyak, tapi kalo pake sunblock ini 87 jam baru keliatan oily. packaging nya juga travel friendly, jadi gak nyusahin untuk dibawa kemana-mana :)  minusnya sih cuma karena product ini sulit didapat aja. harus nitip temen atau po sama online shop yg beli di luar :(",0,1,1,0
60573,"my best moisturizer sekaligus sunblock yang ngasih efek glowing natural dan bikin kulit wajah lebih sehat.kalo aku pake ini disiang hari as moisturizer,jadi cellumination deep surgenya aku jadiin krim malam aja biar gak dobel-dobel.gampang meresap dan gak bikin bruntusan apalagi iritasi. packagingnya botol yg dilengkapi pump untuk ngeluarin isinya,lebih higienis dan praktis. the price is right karena sebanding dengan manfaat yg didapat.",0,1,1,0
62075,"my holygrail sunblock pertama coba dpt sample dari beli merk lain di airport hk pas pake kaget karna teksturnya yg oke bgt dan di apply ke muka ga ada whitecast sama skali, cepet ngeresep, dan bikin muka tambah lembab trus ditimpa makeup ga masalah sama skali ! pokoknya oke bgt buat dipake tiap hari kekurangannya harganya yang mahal bgt, tapi berhubung uda cocok males coba-coba merk lain",-1,0,1,0
62647,"ini sunscreen yang ideal banget deh, formula gelnya nyaman dipake, enggak white cast, enggak oily, dan spf-nya juga pas buat sehari-hari. on top of that, harganya murah bingit. what could we ask for more?   life savior deh produk ini, mau dipake banyak juga gak masalah. selalu nyetok produk ini.",1,0,1,0
77130,love banget sama nivea yang satu ini. dia ampuh banget buat menghalau matahari :)) seriusan gak jadi item. waktu itu ada kegiatan diklat di mana kegiatannya tuh outdoor di lapangan dan seharian selama sebulan. teman2ku yang pake produk spf yang lain tetep item sedangkan aku putih sendiri :)) ada fungsi whitening juga walaupun  harganya mahal banget tapi worth it banget deh. repurchase? tentu!! karena aku sering kegiatan outdoor ^^,-1,0,1,0
78706,"really really love this sunscreen! tekstur nya very light, runny. aku pakai shade rosy glow, kata banya, kalau kulit kering baiknya jgn pakai yg ada shade. wangi nya gentle, ga nusuk kayak bau sunscreen lain. tidak lengket",0,0,1,1
78809,"my favourite sunscreen, teksturnya light banget, diapply di muka tidak terasa greasy and don' t make that white cast on your face. good for sensitive skin, ngga bikin breakout juga, spfnya juga tinggi with pa +++. tapi barang ini susah di cari di indo, dan biasanya harus po melalui olshop dan harganya lumayan expensive jadinya",-1,0,1,0
78898,"yes! yes! ini sunscreen must saya. banyak yang bikin favorite. pertama ini tidak bikin abu-abu, kedua tidak begitu greasy malah bikin kulit dewy, ketiga tidak bikin break out, keempat cepat meresap, kelima tidak white cast, keenam oil control nya bagus, ketujuh spf dan pa nya lumayan tinggi, apa lagi ya... kedelapan wanginya enak, tidak berbau tajam pokoknya, i cannot live without. repurchase? absolutely",0,0,1,1
80383,"ah jatuh cinta sama produk ini. bisa nahan si matahari di pantai dengan sempurna. enggak lengket kayak sunscreen kebanyakan. just protect it perfectly. sayangnya mahal harganya. jadi kadang makenya mikir-mikir. hehehe. tapi demi menghindari si kulit belang, you must try this product.",-1,0,1,0
80666,"sunblock favorite. biarpun harganya mahal tapi secara kualitas juga produk ini menjanjikan banget. dulu sebelum join fd ga tau kalau sunblock itu penting buat muka dan tubuh kita. setelah join dan baca-baca review akhirnya memutuskan untuk membeli sunblock dari clarins ini. biarpun harganya mahal, tapi puas banget.",-1,0,1,0
