No.,comment,label
115,teksturnya gak nyaman terasa berat di kulitku,negatif
116,lumayan untuk seharihari tapi aku gak yakin bakal beli lagi,netral
117,produk ini cocok banget di kulitku hasilnya sesuai klaim,positif
118,malah bikin kulitku lebih sensitif dan gampang merah,negatif
119,not bad mungkin aku bakal coba produk lain dari brand ini,netral
120,gak nyangka bakal sebagus ini bakal repurchase lagi,positif
121,gak sesuai ekspektasi terlalu overhyped menurutku,negatif
122,aku masih coba beberapa hari efeknya belum terlalu kelihatan,netral
123,pelembab terbaik yang pernah aku coba beneran bikin kulit sehat,positif
124,aku alergi sama produknya jadi gak bisa lanjut pakai,negatif
125,masih ragu efeknya gak terlalu cepat terlihat,netral
126,produk ini benarbenar bikin kulitku lebih glowing dan sehat,positif
127,wanginya terlalu kuat aku kurang suka,negatif
128,harganya standar sih gak terlalu mahal atau murah,netral
129,teksturnya ringan hasilnya bikin kulit segar dan cerah,positif
130,produk ini bikin kulitku kering banget aku kecewa,negatif
131,aku masih belum yakin apakah ini cocok untuk kulitku atau enggak,netral
132,kulit jadi lebih sehat dan gak gampang kering setelah pakai ini,positif
133,malah bikin kulitku iritasi gak bakal beli lagi,negatif
134,gak jelek sih tapi juga gak terlalu berkesan,netral
135,produk ini beneran bekerja seperti yang diklaim hasilnya luar biasa,positif
136,teksturnya susah diratakan jadi kurang nyaman di kulit,negatif
137,sejauh ini oke sih tapi aku masih coba beberapa hari lagi,netral
138,aku suka banget gak bikin iritasi dan hasilnya cepat terlihat,positif
139,aku berharap lebih tapi ternyata gak ada perubahan signifikan,negatif
140,produknya lumayan sih tapi aku masih cari yang lebih cocok,netral
141,beneran melembabkan dan bikin kulit kenyal seharian,positif
144,wanginya lembut dan tahan lama bikin rileks,positif
145,gak cocok di kulitku malah bikin breakout,negatif
146,aku masih ragu apakah akan repurchase atau coba produk lain,netral
147,produk ini bikin kulitku lebih sehat dan terhidrasi dengan baik,positif
148,teksturnya terlalu berminyak aku gak suka,negatif
149,lumayan sih tapi masih kurang dibanding produk lain,netral
150,hasilnya bikin kulitku lebih glowing aku suka banget,positif
151,mungkin ini cuma aku tapi gak ada efek yang terasa,negatif
152,aku suka packagingnya kelihatan elegan,netral
153,gak nyangka produk ini sebagus ini hasilnya terlihat dalam seminggu,positif
154,produk ini gak cocok buat aku malah bikin iritasi,negatif
155,aku suka efeknya tapi masih coba beberapa hari lagi sebelum yakin,netral
156,kulit jadi lebih kenyal dan halus setelah pakai produk ini,positif
157,malah bikin wajahku kusam gak sesuai klaimnya,negatif
158,gak buruk tapi juga gak terlalu istimewa,netral
159,teksturnya ringan dan gampang menyerap suka banget,positif
160,aku kecewa hasilnya jauh dari yang diiklankan,negatif
161,kulitku jadi lebih lembut setelah pakai ini suka banget,positif
162,gak ada perubahan sama sekali produk ini gak worth it,negatif
163,aku masih belum yakin efeknya biasa aja,netral
164,wanginya lembut dan bikin rileks nyaman banget dipakai,positif
165,setelah pakai ini malah muncul jerawat kecilkecil,negatif
166,produknya oke sih tapi belum tentu aku beli lagi,netral
167,teksturnya ringan dan gampang meresap produk favoritku sekarang,positif
168,harganya kemahalan dibanding kualitasnya,negatif
169,belum lihat efek yang signifikan tapi sejauh ini gak ada masalah,netral
170,beneran bikin kulit lebih glowing dan sehat suka banget,positif
171,aku kecewa gak ada perubahan meski sudah pakai lama,negatif
172,kemasan bagus tapi isinya sedikit untuk harga segini,netral
173,ini produk terbaik yang pernah aku coba hasilnya luar biasa,positif
174,wanginya terlalu menyengat jadi kurang nyaman dipakai,negatif
175,lumayan untuk penggunaan seharihari tapi aku masih cari yang lebih baik,netral
177,produknya overhyped hasilnya biasa aja,negatif
178,aku belum lihat efek yang signifikan mungkin butuh lebih lama,netral
179,melembabkan seharian tanpa bikin lengket produk favorit,positif
180,malah bikin kulitku lebih berminyak aku kecewa,negatif
181,sejauh ini gak ada masalah tapi aku masih coba beberapa minggu lagi,netral
182,beneran bekerja seperti yang diklaim kulitku makin sehat,positif
183,teksturnya aneh gak nyaman dipakai,negatif
184,efeknya ada tapi butuh waktu lama buat kelihatan,netral
185,aku suka banget sama produk ini hasilnya sesuai ekspektasi,positif
186,hasilnya gak seperti yang aku harapkan cukup mengecewakan,negatif
187,gak buruk tapi aku masih cari produk yang lebih cocok,netral
188,beneran bikin kulit lebih halus dan cerah dalam waktu singkat,positif
190,harganya masih masuk akal untuk kualitas seperti ini,netral
191,teksturnya lembut dan gampang diratakan nyaman banget di kulit,positif
192,aku nyesel beli ini malah bikin kulitku iritasi,negatif
193,produk lumayan tapi gak bikin aku terkesan,netral
194,efeknya cepat terlihat kulitku jadi lebih glowing,positif
195,setelah beberapa minggu pakai gak ada perubahan,negatif
196,aku masih coba produk ini belum bisa kasih pendapat final,netral
197,ini beneran produk holy grail buat aku gak bisa hidup tanpa ini,positif
198,malah bikin kulitku kering banget gak bakal beli lagi,negatif
199,aku masih ragu buat repurchase efeknya gak terlalu signifikan,netral
200,aku kaget karena hasilnya sebagus ini pasti beli lagi,positif
201,hasilnya gak sesuai klaim aku kecewa,negatif
202,sejauh ini efeknya oke tapi gak terlalu spesial,netral
203,kulit jadi lebih sehat dan terhidrasi dengan baik setelah pakai ini,positif
204,produk ini malah bikin wajahku kusam,negatif
205,aku gak terlalu suka atau benci biasa aja,netral
207,produknya gak cocok buat aku malah bikin jerawat,negatif
208,not bad tapi aku masih cari produk yang lebih bagus,netral
210,efeknya lambat banget gak sesuai ekspektasi,negatif
211,produk lumayan oke tapi aku belum yakin buat beli lagi,netral
212,kulit jadi lebih lembab dan kenyal setelah pakai ini recommended,positif
213,aku alergi sama salah satu bahannya gak bisa lanjut pakai,negatif
214,aku masih lihat efeknya sejauh ini gak ada keluhan,netral
215,melembabkan tanpa bikin lengket bakal beli lagi,positif
216,aku nyesel beli ini gak sesuai klaimnya,negatif
217,efeknya ada tapi gak terlalu signifikan buat aku,netral
218,wanginya enak banget dan tahan lama suka,positif
219,teksturnya lengket gak nyaman di kulitku,negatif
220,aku belum yakin sama produk ini masih coba beberapa hari,netral
221,kulit lebih sehat dan terawat hasilnya nyata banget,positif
222,aku pikir bakal bagus tapi ternyata malah bikin kulit makin kering,negatif
223,harganya standar gak terlalu mahal atau murah,netral
224,beneran bikin wajah glowing bakal beli lagi,positif
225,gak suka packagingnya kelihatan murahan,negatif
226,masih cobacoba sejauh ini gak ada masalah,netral
227,produk ini beneran bekerja sesuai klaimnya puas banget,positif
228,teksturnya terlalu tebal di wajah kurang nyaman,negatif
229,aku masih lihat perkembangannya sejauh ini oke,netral
230,hasilnya bikin kulitku lebih glowing dan sehat,positif
231,mungkin ini cuma di aku tapi hasilnya gak kelihatan sama sekali,negatif
232,lumayan untuk penggunaan seharihari gak ada efek negatif,netral
233,produk ini bikin kulitku terasa lebih segar,positif
234,aku berharap lebih tapi ternyata biasa aja,negatif
235,gak terlalu spesial biasa aja,netral
236,aku suka banget hasilnya kulitku jadi lebih sehat dan cerah,positif
237,gak ada efek signifikan setelah pemakaian beberapa minggu,negatif
238,sejauh ini oke tapi gak terlalu istimewa,netral
239,produknya nyaman dipakai dan bikin kulit lebih lembab,positif
240,malah bikin kulitku breakout gak cocok,negatif
241,efeknya lumayan tapi gak terlalu cepat kelihatan,netral
242,aku cinta banget sama produk ini hasilnya sesuai ekspektasi,positif
243,wanginya kurang enak bikin kurang nyaman saat dipakai,negatif
244,masih ragu untuk repurchase efeknya biasa aja,netral
245,teksturnya ringan dan cepat meresap suka banget,positif
246,gak sesuai klaimnya gak ada perubahan di kulitku,negatif
247,belum yakin sama hasilnya masih perlu waktu,netral
248,hasilnya beneran kelihatan kulit lebih glowing dan sehat,positif
249,malah bikin wajahku tambah berminyak gak nyaman,negatif
250,produk ini biasa aja gak buruk tapi juga gak terlalu bagus,netral
251,bikin kulitku halus dan lembut pasti beli lagi,positif
252,harganya terlalu mahal untuk hasil yang biasa aja,negatif
253,produk ini lumayan tapi aku masih coba yang lain,netral
254,setelah pakai ini kulitku lebih cerah dan sehat,positif
255,produk ini gak cocok di aku malah bikin kulit iritasi,negatif
256,masih perlu waktu buat lihat efek maksimalnya,netral
257,aku suka banget sama formula dan teksturnya ringan banget,positif
258,aku pikir ini bakal bagus tapi ternyata biasa aja,negatif
259,not bad tapi juga gak terlalu istimewa,netral
260,kulitku jadi lebih kenyal dan sehat setelah pakai ini,positif
261,produknya overhyped hasilnya gak sesuai ekspektasi,negatif
262,masih perlu lihat efeknya dalam jangka panjang,netral
264,malah bikin wajahku kusam kecewa banget,negatif
265,sejauh ini gak ada efek buruk tapi juga gak ada efek istimewa,netral
266,beneran bikin kulit lebih glowing suka banget,positif
267,teksturnya aneh dan gak nyaman di kulit,negatif
268,gak buruk tapi aku berharap lebih,netral
269,produk ini bikin kulitku lembut seharian recommended,positif
270,gak sesuai klaim aku nyesel beli ini,negatif
271,efeknya ada tapi harus sabar karena gak instan,netral
272,wanginya enak banget dan bikin rileks suka,positif
273,produknya bikin wajahku kering dan ketarik,negatif
274,masih menunggu hasil yang lebih terlihat,netral
275,kulitku jadi lebih sehat dan segar setelah pakai ini,positif
276,hasilnya gak kelihatan cuma buangbuang uang,negatif
277,not bad tapi aku masih cari yang lebih bagus,netral
278,kulit jadi lebih halus dan kenyal produk ini beneran works,positif
279,aku nyesel beli ini gak ada efek sama sekali,negatif
280,produk ini biasa aja aku masih coba beberapa kali lagi,netral
281,aku puas banget dengan hasilnya pasti repurchase,positif
282,wanginya terlalu menyengat aku kurang suka,negatif
283,sejauh ini oke gak ada efek negatif,netral
284,bikin kulitku lebih cerah dalam waktu singkat amazing,positif
285,malah bikin kulitku berminyak gak cocok buat aku,negatif
286,gak terlalu spesial aku bisa cari yang lebih baik,netral
287,ini beneran produk terbaik hasilnya sesuai harapan,positif
288,aku pikir ini bakal cocok tapi malah bikin breakout,negatif
291,gak ada perubahan signifikan setelah pemakaian,negatif
292,aku masih coba produk ini sejauh ini gak ada masalah,netral
293,kulit jadi lebih sehat dan cerah setelah pakai ini,positif
294,malah bikin kulitku gatal gak bakal beli lagi,negatif
295,produknya oke sih tapi aku belum yakin buat beli lagi,netral
296,teksturnya ringan dan gampang meresap nyaman banget,positif
311,kulitku jadi lebih cerah dalam beberapa minggu suka banget,positif
312,gak ada efek apa pun di kulitku kecewa banget,negatif
313,sejauh ini efeknya biasa aja gak terlalu terlihat,netral
314,beneran melembabkan kulit tanpa bikin lengket recommended,positif
315,produknya malah bikin kulit iritasi dan gatal,negatif
316,aku masih lihat hasilnya belum bisa kasih review final,netral
317,wajahku jadi lebih glowing setelah pakai ini pasti beli lagi,positif
318,wanginya aneh aku gak suka sama aromanya,negatif
319,teksturnya enak tapi belum lihat hasil signifikan,netral
320,produk ini bikin kulitku terasa lebih kenyal dan sehat,positif
321,aku nyesel beli ini gak sesuai klaim sama sekali,negatif
322,masih ragu buat beli lagi efeknya gak terlalu kelihatan,netral
323,beneran bekerja sesuai klaimnya aku puas banget,positif
324,produknya overhyped aku pikir bakal lebih bagus,negatif
325,harganya masih masuk akal untuk kualitasnya,netral
326,setelah pakai ini kulitku terasa lebih lembab dan sehat,positif
327,aku malah breakout setelah pakai ini gak cocok banget,negatif
328,gak buruk tapi aku masih cari produk yang lebih baik,netral
329,kulitku jadi lebih halus dan lembut efeknya cepat terlihat,positif
330,teksturnya terlalu tebal kurang nyaman di wajah,negatif
331,aku masih coba produk ini sejauh ini efeknya biasa aja,netral
332,aku suka banget sama hasilnya kulitku terlihat lebih sehat,positif
333,produknya malah bikin kulit kering gak bakal repurchase,negatif
334,efeknya ada tapi gak sesuai ekspektasi aku,netral
335,aku puas banget sama hasilnya worth it buat dibeli,positif
336,wanginya terlalu kuat aku kurang nyaman pakai ini,negatif
337,masih perlu waktu buat lihat hasil akhirnya,netral
338,beneran bikin wajah glowing aku gak nyangka hasilnya sebagus ini,positif
339,produknya malah bikin jerawat muncul gak cocok buat aku,negatif
340,sejauh ini oke tapi aku belum yakin buat beli lagi,netral
341,aku cinta banget sama produk ini hasilnya luar biasa,positif
342,aku pikir bakal bagus tapi ternyata biasa aja,negatif
343,masih lihat perkembangannya sejauh ini gak ada masalah,netral
344,produk ini beneran bikin kulit lebih sehat dan kenyal,positif
345,setelah beberapa minggu pakai hasilnya gak kelihatan sama sekali,negatif
346,aku gak terlalu suka atau benci rasanya biasa aja,netral
347,bikin kulitku lebih cerah dan lembab hasilnya beneran nyata,positif
348,aku nyesel beli ini malah bikin wajah kusam,negatif
349,produk lumayan oke tapi aku masih coba produk lain juga,netral
350,efeknya bikin kulit lebih glowing dan sehat dalam waktu singkat,positif
351,aku pikir bakal cocok tapi ternyata malah bikin kulit kasar,negatif
352,teksturnya ringan sejauh ini nyaman dipakai,netral
353,aku suka banget sama formula dan hasilnya bakal repurchase,positif
354,gak sesuai ekspektasi aku kecewa banget sama produk ini,negatif
355,sejauh ini belum ada efek signifikan tapi aku tetap lanjut pakai,netral
356,kulitku jadi lebih sehat dan terhidrasi beneran bagus,positif
357,gak ada efek apa pun kayak gak pakai produk,negatif
358,not bad tapi aku masih cari produk yang lebih cocok,netral
359,wanginya enak dan teksturnya nyaman di kulit produk favoritku,positif
360,malah bikin kulitku gatal aku kecewa banget,negatif
361,produk ini bikin kulitku lebih cerah dan halus recommended banget,positif
362,malah bikin wajahku tambah beruntusan nggak cocok,negatif
363,sejauh ini masih oke tapi belum ada efek signifikan,netral
364,suka banget sama teksturnya yang lembut dan mudah meresap,positif
366,aku merasa kulitku lebih sehat dan glowing setelah pakai ini,positif
367,aku udah pakai beberapa minggu tapi belum ada perubahan yang signifikan,netral
368,produknya nyaman banget di kulit nggak bikin iritasi,positif
369,malah bikin kulitku terasa kering dan nggak nyaman,negatif
370,aku masih coba belum ada efek buruk sih tapi juga belum kelihatan hasilnya,netral
371,bikin kulitku lebih lembab dan halus pasti beli lagi,positif
372,ternyata nggak cocok di kulitku malah jadi beruntusan,negatif
373,sejauh ini oke sih tapi aku belum lihat hasil yang terlalu besar,netral
374,produk ini beneran works kulit jadi lebih cerah dan sehat,positif
375,gak ada perubahan setelah pemakaian rutin kecewa deh,negatif
376,aku suka banget sama packagingnya praktis dan nggak ribet,positif
377,nggak ada efek apaapa cuma buangbuang uang,negatif
378,mungkin butuh waktu lebih lama untuk hasil maksimal,netral
379,wanginya enak banget bikin relax setiap kali pakai,positif
380,ternyata kulitku malah makin kering jadi nggak cocok,negatif
381,aku belum lihat hasilnya tapi teksturnya oke dan mudah meresap,netral
382,kulitku terasa lebih lembut dan kenyal setelah pakai ini,positif
383,aku nggak suka sama hasilnya kulitku malah lebih kusam,negatif
384,sejauh ini sih biasa aja belum terlalu terasa perbedaannya,netral
385,produk ini beneran bikin kulit lebih sehat dan cerah,positif
386,aku kecewa karena malah bikin wajahku jerawatan,negatif
387,gak ada efek buruk setelah pemakaian tapi juga nggak ada perubahan signifikan,netral
388,kulitku jadi lebih kenyal dan lembab setelah pemakaian rutin,positif
389,wanginya terlalu kuat bikin gak nyaman dipakai seharihari,negatif
390,aku suka karena produk ini lembut dan cepat meresap di kulit,positif
391,hasilnya nggak sesuai harapan malah bikin kulit terasa kering,negatif
392,mungkin butuh waktu lebih lama untuk lihat efeknya,netral
393,produk ini bikin kulitku lebih cerah dan sehat dalam waktu singkat,positif
394,sayang banget produk ini malah bikin kulitku iritasi,negatif
395,sejauh ini nggak ada masalah cuma belum lihat efek signifikan,netral
396,beneran bikin kulit glowing dan sehat love it,positif
397,produknya bikin kulitku terasa kering dan gak nyaman,negatif
398,sejauh ini biasa aja nggak terlalu buruk atau bagus,netral
399,produk ini bekerja dengan baik kulitku terasa lebih lembut dan kenyal,positif
400,aku nggak bakal repurchase karena malah bikin wajahku berminyak,negatif
401,kulitku jadi lebih lembut dan kenyal setelah pakai produk ini,positif
402,aku kecewa banget hasilnya gak sesuai ekspektasi,negatif
403,teksturnya ringan dan mudah meresap tapi hasilnya biasa aja,netral
404,aku suka banget kulitku jadi lebih cerah dan sehat,positif
405,malah bikin kulitku jadi berminyak gak cocok buat aku,negatif
406,sejauh ini belum ada efek buruk tapi belum ada perubahan yang signifikan,netral
407,kulitku jadi lebih glowing dan halus pasti repurchase,positif
409,belum ada hasil signifikan tapi aku tetap lanjut pakai,netral
410,produk ini bikin kulitku lembut dan terhidrasi sepanjang hari,positif
411,aku tidak merasa ada perubahan di kulitku meski sudah beberapa minggu,negatif
412,efeknya cukup oke tapi tidak terlalu cepat terlihat,netral
413,kulitku jadi lebih kenyal dan lembut setelah pakai ini,positif
414,harganya terlalu mahal hasilnya tidak sesuai dengan harga,negatif
415,aku merasa kulitku lebih cerah setelah rutin pakai produk ini,positif
416,aku kurang suka malah bikin kulitku iritasi dan kering,negatif
417,belum ada perubahan yang terlihat mungkin butuh waktu lebih lama,netral
418,aku puas banget kulitku lebih sehat dan segar,positif
419,produk ini terlalu berat untuk kulitku gak cocok,negatif
420,aku masih mencoba produk ini belum ada hasil yang menonjol,netral
421,hasilnya sesuai ekspektasi kulitku lebih halus dan cerah,positif
422,malah bikin wajahku jadi lebih beruntusan gak cocok sama sekali,negatif
423,sejauh ini gak ada efek buruk tapi juga gak terlalu baik,netral
424,beneran bikin kulitku lebih lembut dan kenyal setelah beberapa kali pemakaian,positif
425,gak ada perubahan yang berarti di kulitku meskipun sudah pakai lama,negatif
426,aku suka banget produk ini bikin kulitku terlihat lebih sehat,positif
427,sayangnya produk ini bikin kulitku jadi kering dan terasa ketarik,negatif
428,aku merasa produk ini bagus meski efeknya butuh waktu lebih lama,netral
429,kulitku jadi lebih cerah dan terhidrasi aku suka banget,positif
430,hasilnya biasa aja nggak ada efek wow di kulitku,negatif
431,produk ini membantu melembabkan kulit tapi belum ada efek dramatis,netral
432,aku suka banget sama teksturnya yang ringan dan cepat meresap,positif
433,gak cocok buat kulit sensitif malah bikin wajahku iritasi,negatif
434,sejauh ini oke tapi aku masih tunggu hasil maksimalnya,netral
435,beneran bikin kulit lebih glowing dan sehat pasti repurchase,positif
436,produknya malah bikin kulitku kering dan terasa gatal,negatif
437,aku belum lihat perubahan signifikan meski sudah pakai beberapa minggu,netral
438,kulitku jadi lebih halus dan cerah setelah beberapa kali pemakaian,positif
439,aku kecewa karena produk ini malah bikin kulitku makin kusam,negatif
440,sejauh ini produk ini oke sih tapi aku belum lihat efek yang luar biasa,netral
441,produk ini bikin kulitku lebih segar dan terhidrasi recommended banget,positif
442,wanginya terlalu kuat gak nyaman dipakai di kulitku,negatif
443,aku merasa kulitku lebih sehat setelah rutin pakai produk ini,positif
444,hasilnya nggak sesuai harapan malah bikin kulitku tambah kering,negatif
445,aku merasa produk ini bekerja dengan baik di kulitku,netral
446,kulitku jadi lebih kenyal dan lembut pasti repurchase lagi,positif
447,gak ada efek yang signifikan aku kecewa karena hasilnya biasa aja,negatif
448,sejauh ini gak ada masalah tapi aku masih coba produk lain,netral
449,hasilnya oke banget kulitku jadi lebih cerah dan halus,positif
450,malah bikin wajahku makin beruntusan aku nggak suka,negatif
451,produk ini bikin kulitku lebih cerah dan halus hasilnya beneran nyata,positif
452,sayang banget malah bikin kulitku jadi berminyak,negatif
453,sejauh ini biasa aja belum ada perubahan besar di kulitku,netral
454,kulitku jadi lebih lembab dan kenyal pasti repurchase lagi,positif
455,gak cocok di kulitku malah bikin timbul jerawat,negatif
456,aku udah pakai beberapa minggu tapi belum lihat efek yang signifikan,netral
457,produk ini melembabkan kulitku dengan baik aku suka,positif
458,aku kecewa produk ini malah bikin kulitku terasa kering,negatif
459,teksturnya enak tapi aku belum lihat hasil yang benarbenar terlihat,netral
460,bikin kulitku jadi glowing dan terasa sehat,positif
461,aku gak suka sama wangi produk ini terlalu menyengat,negatif
462,kulitku lebih kenyal dan lembut setelah pemakaian rutin,positif
463,gak ada perubahan signifikan mungkin butuh waktu lebih lama,netral
464,hasilnya luar biasa kulitku lebih halus dan cerah,positif
465,aku gak bakal repurchase karena malah bikin kulitku iritasi,negatif
466,sejauh ini oke tapi aku belum lihat efek besar di kulitku,netral
467,produk ini membantu menjaga kelembapan kulitku aku suka,positif
468,malah bikin kulitku lebih kering dan terasa kasar,negatif
469,aku masih coba hasilnya belum kelihatan tapi semoga ada perubahan,netral
470,aku puas banget kulitku terasa lebih lembut dan halus setelah pakai ini,positif
471,sayang banget produk ini malah bikin kulitku beruntusan,negatif
472,kulitku lebih cerah dan lembab produk ini bekerja dengan baik,positif
473,gak ada efek signifikan di kulitku sepertinya gak cocok,negatif
474,sejauh ini produk ini bekerja dengan baik kulitku lebih sehat,netral
